iter	MultiClass
259	0.7138955406
260	0.7131879051
261	0.7125147212
262	0.711209824
263	0.7103337663
264	0.7092742218
265	0.7079245314
266	0.7066749442
267	0.7053749805
268	0.7046355756
269	0.7040472781
270	0.7034861758
271	0.7030475733
272	0.7022647891
273	0.7014451789
274	0.7006782959
275	0.7001438329
276	0.698777093
277	0.6981535131
278	0.6973322294
279	0.6967577045
280	0.696022211
281	0.6952442345
282	0.6947082462
283	0.6939723695
284	0.6927367536
285	0.6918294419
286	0.6914484124
287	0.6906395552
288	0.689914425
289	0.688605261
290	0.6875975517
291	0.6866029715
292	0.6857240407
293	0.6854263794
294	0.6848271699
295	0.6835984477
296	0.6824982089
297	0.6813204581
298	0.6808058267
299	0.6797644574
300	0.6788401235
301	0.6783136022
302	0.6773340263
303	0.6764992031
304	0.6755554687
305	0.6744222996
306	0.6733050967
307	0.6724919266
308	0.6716345352
309	0.6698982832
310	0.6690756278
311	0.6680756014
312	0.6674460665
313	0.6668621518
314	0.6659500715
315	0.6651205606
316	0.6642775007
317	0.6633594402
318	0.6627614503
319	0.6622057682
320	0.6615550981
321	0.660650124
322	0.6600985375
323	0.6595102311
324	0.6587856141
325	0.6585498584
326	0.6574276965
327	0.6567277855
328	0.6557885446
329	0.6544626455
330	0.6537382638
331	0.6533140918
332	0.6526023135
333	0.6519681355
334	0.6514224246
335	0.6508409131
336	0.6502889126
337	0.6489840686
338	0.6477181713
339	0.6469906813
340	0.6454934012
341	0.6447605894
342	0.6439009049
343	0.643151168
344	0.6424806447
345	0.6414251691
346	0.6406907843
347	0.6402791908
348	0.6393447521
349	0.638746111
350	0.6379669411
351	0.6365416202
352	0.635736264
353	0.6347881466
354	0.6340125708
355	0.6332383122
356	0.6323924386
357	0.6318331656
358	0.6307357286
359	0.6299537018
360	0.6287757853
361	0.6276908003
362	0.6272543356
363	0.6267229408
364	0.625946849
365	0.6250539216
366	0.6242184536
367	0.6234849396
368	0.6230852617
369	0.6217189839
370	0.6207260379
371	0.6193996252
372	0.6186456004
373	0.6179698646
374	0.6173196114
375	0.616221801
376	0.6158278283
377	0.615154919
378	0.6138196413
379	0.6133161608
380	0.6127482023
381	0.6121563284
382	0.6118641248
383	0.6114660666
384	0.610632861
385	0.6100820678
386	0.6092426565
387	0.6088305233
388	0.6085405296
389	0.6078991438
390	0.6072808944
391	0.6059445663
392	0.6055381125
393	0.6045387837
394	0.6042101975
395	0.603411751
396	0.6026628846
397	0.6021486587
398	0.6018435692
399	0.6014486347
400	0.6006067976
401	0.5999429092
402	0.5996757509
403	0.5993602149
404	0.5989072067
405	0.5980163043
406	0.5974055778
407	0.5966006959
408	0.5962040675
409	0.5956998479
410	0.5945180586
411	0.5935964545
412	0.5929509378
413	0.592004161
414	0.5910869521
415	0.5902470849
416	0.5898141404
417	0.589261865
418	0.5880782321
419	0.587505127
420	0.5867384847
421	0.5857231875
422	0.5851665689
423	0.5845887105
424	0.5839514397
425	0.5834849574
426	0.5827958264
427	0.5818996259
428	0.5813459904
429	0.5801752667
430	0.5796008455
431	0.5783739191
432	0.5776061371
433	0.5772192646
434	0.5767139182
435	0.5760611792
436	0.5751454921
437	0.5744283908
438	0.5736763065
439	0.5728263133
440	0.5720048689
441	0.5713413144
442	0.5705661581
443	0.5700228739
444	0.5694756817
445	0.5689595707
446	0.5679148082
447	0.5673652212
448	0.5669576476
449	0.5661169144
450	0.5657129871
451	0.5648934102
452	0.5642954392
453	0.5639491834
454	0.5632798046
455	0.5627410589
456	0.5621883383
457	0.5618722318
458	0.5614130471
459	0.5607697981
460	0.5604268365
461	0.5596315189
462	0.5592728863
463	0.5584989963
464	0.5577059165
465	0.5572011823
466	0.5567051911
467	0.5564453802
468	0.5556343783
469	0.5551451939
470	0.554588997
471	0.5538091123
472	0.552439994
473	0.5516402307
474	0.5511596966
475	0.550533199
476	0.5500936427
477	0.54973634
478	0.5490756489
479	0.5484374437
480	0.5474974554
481	0.5466776131
482	0.5457115094
483	0.5450299957
484	0.5444925848
485	0.5440444988
486	0.5429146447
487	0.542482668
488	0.542151236
489	0.5407368045
490	0.5402660611
491	0.5397889385
492	0.5393781526
493	0.5389997344
494	0.5384796861
495	0.5375909564
496	0.5372228047
497	0.5365118634
498	0.5355076601
499	0.5347904762
500	0.53428847
501	0.5337311436
502	0.5331499941
503	0.5329136466
504	0.5319347682
505	0.5315613422
506	0.531208697
507	0.5302968306
508	0.5298288785
509	0.5292512805
510	0.5289643315
511	0.5283906166
512	0.5277957693
513	0.5272048342
514	0.5269804468
515	0.526069937
516	0.5253801185
517	0.5247895889
518	0.5239353188
519	0.5234845932
520	0.5229284802
521	0.522337864
522	0.5218542158
523	0.5209601415
524	0.5203874316
525	0.5198791996
526	0.5191709787
527	0.5184859721
528	0.5181379803
529	0.517330589
530	0.5166447795
531	0.5159356886
532	0.5155878723
533	0.5152618648
534	0.5148123333
535	0.514418348
536	0.5137898077
537	0.5131317042
538	0.5128132173
539	0.5119626109
540	0.5115693321
541	0.5111813279
542	0.510929674
543	0.510404767
544	0.5100636797
545	0.5097314323
546	0.5093616297
547	0.5089759621
548	0.5086749305
549	0.5081209879
550	0.5074925608
551	0.5069725566
552	0.5063829443
553	0.5055103905
554	0.5050835515
555	0.5047900206
556	0.5044194981
557	0.5039593218
558	0.5036530176
559	0.5026827268
560	0.5020556323
561	0.5015700526
562	0.5012610947
563	0.500561115
564	0.5002166446
565	0.5000267962
566	0.4995679278
567	0.4991089778
568	0.4982896139
569	0.4975854969
570	0.4971188377
571	0.4967528519
572	0.4961173019
573	0.4955707477
574	0.4950079882
575	0.4946436993
576	0.4942773655
577	0.4940953829
578	0.4936929857
579	0.4933298524
580	0.4930402347
581	0.4925900102
582	0.4922021665
583	0.4916792057
584	0.4911620987
585	0.490517601
586	0.4899974366
587	0.4896995297
588	0.4890212059
589	0.4884944439
590	0.4878282199
591	0.4874638687
592	0.4870429295
593	0.4865486684
594	0.4860721716
595	0.4856617285
596	0.4852676931
597	0.48476481
598	0.484480959
599	0.4841075686
600	0.4836047426
601	0.4832034785
602	0.4827316015
603	0.4823829261
604	0.4820433247
605	0.4814361873
606	0.4810443909
607	0.4803454575
608	0.4796904269
609	0.4791864485
610	0.4787830139
611	0.4782444285
612	0.4777988748
613	0.4775587029
614	0.4771935297
615	0.4766154904
616	0.4763780784
617	0.4758268264
618	0.4750146663
619	0.474434849
620	0.4742161104
621	0.4735575628
622	0.4729968304
623	0.4727835951
624	0.4723038333
625	0.4719378294
626	0.4711302525
627	0.4706920284
628	0.4699909339
629	0.4695634525
630	0.4691933747
631	0.4687240246
632	0.4681799906
633	0.4676434423
634	0.4667628755
635	0.466649153
636	0.4664152734
637	0.4657568732
638	0.465213992
639	0.4648636053
640	0.4644431941
641	0.4637461295
642	0.4629983981
643	0.4624079202
644	0.4618810344
645	0.4613290265
646	0.4610078357
647	0.4607725421
648	0.4603251342
649	0.459505542
650	0.4592087379
651	0.4587078984
652	0.4581591584
653	0.457426833
654	0.4569150549
655	0.4566775675
656	0.4562098899
657	0.4558841114
658	0.4556513213
659	0.4549919739
660	0.4544961315
661	0.4541529073
662	0.4538098135
663	0.4533740905
664	0.4531307786
665	0.4528370836
666	0.452195877
667	0.4517268072
668	0.4509758616
669	0.4504669952
670	0.4496619175
671	0.4494525454
672	0.4487122388
673	0.4485944764
674	0.4483087514
675	0.4477053188
676	0.4470514922
677	0.4467457787
678	0.4463243191
679	0.4457553679
680	0.4452433675
681	0.444859813
682	0.4442066164
683	0.4437597025
684	0.4433926408
685	0.4427670016
686	0.4426397283
687	0.4419499604
688	0.4414104018
689	0.4408971474
690	0.4403890647
691	0.4396431618
692	0.4392667142
693	0.4385462051
694	0.4383447798
695	0.4378670873
696	0.4376000495
697	0.4371008595
698	0.4366315132
699	0.436219193
700	0.4355680267
701	0.4350954917
702	0.4348885348
703	0.4344791895
704	0.434124152
705	0.4338515789
706	0.433248057
707	0.4330599084
708	0.4328075225
709	0.4326211284
710	0.4320668543
711	0.4315578086
712	0.4310281596
713	0.4307472962
714	0.430340928
715	0.4300194245
716	0.4295014429
717	0.4286370771
718	0.4281351893
719	0.4277291222
720	0.4274539406
721	0.4269244965
722	0.4265976652
723	0.4258411233
724	0.4254435002
725	0.4248236247
726	0.424264562
727	0.4239451755
728	0.4232736466
729	0.4228343021
730	0.4225494982
731	0.4219688327
732	0.4217578495
733	0.421107015
734	0.4205653089
735	0.4199360863
736	0.4196543318
737	0.41937901
738	0.4189522088
739	0.4187327571
740	0.4184567615
741	0.4181337369
742	0.417799513
743	0.4170200094
744	0.4166158295
745	0.4162347625
746	0.4158164836
747	0.4150956596
748	0.4149001531
749	0.4145599037
750	0.4143090551
751	0.4138266755
752	0.4135017487
753	0.4127783577
754	0.4123746408
755	0.4121605566
756	0.4117829775
757	0.4114820527
758	0.4108724019
759	0.4102460502
760	0.4099446746
761	0.409416633
762	0.4089977123
763	0.4085673644
764	0.4083932493
765	0.4080808097
766	0.4074513389
767	0.4073359746
768	0.4068382358
769	0.4062942864
770	0.4060371713
771	0.4058608807
772	0.4053583259
773	0.4050769993
774	0.4047411104
775	0.4041949829
776	0.4039359687
777	0.4035689755
778	0.4029908876
779	0.4027344323
780	0.4020600799
781	0.4013461964
782	0.4005786399
783	0.4002657377
784	0.4001009274
785	0.3996946963
786	0.3994218282
787	0.3991073467
788	0.3987649482
789	0.3982798384
790	0.3981034847
791	0.3978357702
792	0.3977043401
793	0.3971001043
794	0.3967539823
795	0.3961844236
796	0.3957343821
797	0.3955158784
798	0.3953286565
799	0.3949860226
800	0.3947271945
801	0.3943018494
802	0.3939922423
803	0.3937166458
804	0.3933894425
805	0.3929180214
806	0.3925679036
807	0.3922362407
808	0.3920978447
809	0.3917783214
810	0.3914581844
811	0.3911795346
812	0.3906939138
813	0.3904471286
814	0.3901497498
815	0.3898158017
816	0.3894567098
817	0.3891301597
818	0.3886709702
819	0.3884616695
820	0.3879950254
821	0.3875375104
822	0.3872407128
823	0.3868658307
824	0.3862245361
825	0.3859463799
826	0.3857261426
827	0.3855624797
828	0.3851862773
829	0.3850451057
830	0.3843947014
831	0.3838321746
832	0.3835884043
833	0.3832921534
834	0.3828375637
835	0.3824509759
836	0.3819880538
837	0.3816224936
838	0.3812299135
839	0.3808950599
840	0.3804428979
841	0.3801881524
842	0.3799325977
843	0.3794785296
844	0.3791821815
845	0.378755094
846	0.3783267253
847	0.3781002843
848	0.3777078834
849	0.3771776487
850	0.3767788688
851	0.3765908101
852	0.3762159878
853	0.3758363739
854	0.3753868633
855	0.3750512005
856	0.374826194
857	0.3744252226
858	0.3739669867
859	0.3737376603
860	0.3734963047
861	0.3731565914
862	0.3728361759
863	0.3725615803
864	0.3721678913
865	0.3719553143
866	0.3718467436
867	0.3715303051
868	0.3712440026
869	0.3710102192
870	0.3707916633
871	0.3704781136
872	0.3702883514
873	0.3700649182
874	0.3699609567
875	0.3696812281
876	0.3693168367
877	0.3691793722
878	0.3690677892
879	0.3687779011
880	0.3684870764
881	0.3680858721
882	0.3678495471
883	0.3676056252
884	0.3672198824
885	0.3670416081
886	0.3667359186
887	0.3662873959
888	0.3661923878
889	0.3660341942
890	0.3657379325
891	0.3655635672
892	0.3651815067
893	0.3646459763
894	0.3643652539
895	0.364099895
896	0.3638348336
897	0.3635102358
898	0.3627174702
899	0.3624259994
900	0.362228956
901	0.3617971174
902	0.361409442
903	0.3611796239
904	0.3608507192
905	0.3605257024
906	0.359954562
907	0.3596465407
908	0.3594181517
909	0.359083645
910	0.3587874457
911	0.3584035039
912	0.3580865206
913	0.357468743
914	0.3570504296
915	0.3567368376
916	0.356447369
917	0.3561769399
918	0.3558891968
919	0.3555566754
920	0.3552669985
921	0.354971812
922	0.3546987219
923	0.3544255963
924	0.3538257967
925	0.3534031695
926	0.3529460596
927	0.3526374751
928	0.3523029254
929	0.3519695875
930	0.3517478644
931	0.3514552971
932	0.3512263834
933	0.3510349656
934	0.3508018177
935	0.3504159745
936	0.3502688301
937	0.349958073
938	0.3497555547
939	0.3494592032
940	0.3492771728
941	0.3489528429
942	0.3484707521
943	0.3481800012
944	0.3479343402
945	0.3476198359
946	0.347000296
947	0.3467121147
948	0.346339944
949	0.3458603386
950	0.3455715495
951	0.3453386056
952	0.3449771777
953	0.34442206
954	0.3440531104
955	0.3436861106
956	0.3433692088
957	0.3431914771
958	0.3429063029
959	0.3426289974
960	0.342192335
961	0.3418584657
962	0.3414548338
963	0.3410503615
964	0.3405738366
965	0.3400919614
966	0.3397286854
967	0.3395204016
968	0.3392999442
969	0.3389550105
970	0.3387508655
971	0.3385307457
972	0.3380008805
973	0.3377280561
974	0.3375768559
975	0.3372069382
976	0.3368706524
977	0.3363704794
978	0.3361223308
979	0.3358622722
980	0.3353882408
981	0.3351127181
982	0.3348255681
983	0.3346220493
984	0.3343599411
985	0.3339033085
986	0.333672118
987	0.3332016531
988	0.3326744003
989	0.3322481376
990	0.3319482428
991	0.3317554952
992	0.3315642904
993	0.3310176647
994	0.3307609687
995	0.3304491531
996	0.3303317197
997	0.3299550876
998	0.3295653212
999	0.3293197935
