scaler,reg_param,cv_f1_mean,cv_f1_std,cv_acc_mean,success_folds,failed_folds
power_yeo,0.1,0.685772982284935,0.0038226110829234494,0.6700318266643757,5,0
quantile_uniform,0.02,0.6843375938056673,0.004985570888639713,0.68667317799439,5,0
standard,0.1,0.6810211787927133,0.003555440386835085,0.6640854692517741,5,0
minmax,0.001,0.6787262868430405,0.0030804856211104864,0.6580928376351343,5,0
minmax,0.001,0.6787262868430405,0.0030804856211104864,0.6580928376351343,5,0
maxabs,0.001,0.6786301810075901,0.003110561492072354,0.6580928270095994,5,0
maxabs,0.001,0.6786301810075901,0.003110561492072354,0.6580928270095994,5,0
none,0.007750000000000001,0.6720008619485173,0.0020630444784505188,0.666943366218301,5,0
quantile_uniform,0.03,0.6643061277713646,0.006258150916322394,0.6702162859484421,5,0
none,0.01,0.6579064103980671,0.0011685422535593708,0.6530217905279945,5,0
none,0.01,0.6579064103980671,0.0011685422535593708,0.6530217905279945,5,0
quantile_uniform,0.04,0.6484342830299662,0.006947171206274874,0.6570322392538919,5,0
quantile_uniform,0.05,0.6331728168138799,0.005965028450351616,0.6445398086192425,5,0
quantile_uniform,0.05,0.6331728168138799,0.005965028450351616,0.6445398086192425,5,0
none,0.02,0.6200661400481626,0.00213215746178843,0.6169271357138995,5,0
minmax,0.0032500000000000003,0.6130485991665443,0.002780156755356842,0.5917579214158823,5,0
maxabs,0.0032500000000000003,0.6129201730301712,0.0024083686481276728,0.5915274004384734,5,0
quantile_uniform,0.07500000000000001,0.6035017488597257,0.005765571247596405,0.6207072547220143,5,0
none,0.03,0.5987283504397588,0.003926997167117549,0.5974740341149796,5,0
maxabs,0.0055000000000000005,0.5831374183269565,0.004044830856979009,0.5642375844079203,5,0
minmax,0.0055000000000000005,0.5825657295023372,0.005206374061740615,0.5635922531775928,5,0
none,0.04,0.5825088772548367,0.0033587719135161646,0.5827688571100395,5,0
quantile_uniform,0.1,0.578540524393713,0.004743145816536839,0.600516634752873,5,0
none,0.05,0.5680083586679372,0.0039219099863522025,0.5694005848931883,5,0
none,0.05,0.5680083586679372,0.0039219099863522025,0.5694005848931883,5,0
minmax,0.007750000000000001,0.5632031532813823,0.00563158778546416,0.5449686870802315,5,0
maxabs,0.007750000000000001,0.5621251825014075,0.0049424650396607175,0.5440928242469603,5,0
minmax,0.01,0.5471750608619174,0.005806481552166124,0.5298946552603676,5,0
minmax,0.01,0.5471750608619174,0.005806481552166124,0.5298946552603676,5,0
maxabs,0.01,0.5456587916829614,0.005011062065122101,0.5283735249499776,5,0
maxabs,0.01,0.5456587916829614,0.005011062065122101,0.5283735249499776,5,0
none,0.07500000000000001,0.5449212474369152,0.00407959853801282,0.5486566083229176,5,0
none,0.1,0.5323795574702623,0.0040889023809582,0.5375930252289509,5,0
minmax,0.02,0.4981643005694707,0.005695675243423824,0.4835660378581429,5,0
maxabs,0.02,0.4960417849043603,0.0031616749069773953,0.4815379101549405,5,0
minmax,0.03,0.469464420032475,0.005620497686759492,0.45927252701037513,5,0
maxabs,0.03,0.46697442455536214,0.0024349876439267656,0.4570599931507803,5,0
minmax,0.04,0.4472364998417797,0.0058707005451286804,0.4422163441763728,5,0
maxabs,0.04,0.44410977120731604,0.0016555704295596286,0.4392662813210217,5,0
minmax,0.05,0.4300237430688463,0.0048322957485627096,0.42880179775548327,5,0
minmax,0.05,0.4300237430688463,0.0048322957485627096,0.42880179775548327,5,0
maxabs,0.05,0.4264303972912312,0.0013611771522319144,0.42548292258734743,5,0
maxabs,0.05,0.4264303972912312,0.0013611771522319144,0.42548292258734743,5,0
minmax,0.07500000000000001,0.40328102077402717,0.005036852816827739,0.4087951907979468,5,0
maxabs,0.07500000000000001,0.3997038414117355,0.002847351261805606,0.4063059998888569,5,0
minmax,0.1,0.3848366271290535,0.00447264553571702,0.39501186394087695,5,0
maxabs,0.1,0.3815481088519972,0.003379159782817263,0.3930297873054823,5,0
